"TableName","Key"
"ActivityTrackerMessage","at_dfc_reject_application"
"ActivityTrackerMessage","at_email_new_rcs_app"
"ActivityTrackerMessage","at_email_new_refund_app"
"ActivityTrackerMessage","at_exit_inspection_approve"
"ActivityTrackerMessage","at_exit_inspection_reject"
"ActivityTrackerMessage","at_exit_waiting_list"
"ActivityTrackerMessage","at_fully_migrated"
"ActivityTrackerMessage","at_hod_approval"
"ActivityTrackerMessage","at_hod_reject"
"ActivityTrackerMessage","at_inspection_habitable_unit"
"ActivityTrackerMessage","at_inspection_uninhabitable_unit"
"ActivityTrackerMessage","at_is_migrated"
"ActivityTrackerMessage","at_leae_agreement_approve"
"ActivityTrackerMessage","at_lease_agreement_generate"
"ActivityTrackerMessage","at_lease_capture"
"ActivityTrackerMessage","at_lease_end_of_lease_term_letting_o"
"ActivityTrackerMessage","at_lease_not_renewed_letting_o"
"ActivityTrackerMessage","at_lease_validation_approve"
"ActivityTrackerMessage","at_lease_validation_reject"
"ActivityTrackerMessage","at_matched_unit_accept"
"ActivityTrackerMessage","at_matched_unit_reject"
"ActivityTrackerMessage","at_new_chat_message"
"ActivityTrackerMessage","at_new_message_notification_bo"
"ActivityTrackerMessage","at_new_message_notification_conveyancer"
"ActivityTrackerMessage","at_not_all_department_approve"
"ActivityTrackerMessage","at_property_eviction_approve"
"ActivityTrackerMessage","at_rcc_email"
"ActivityTrackerMessage","at_rcc_sent"
"ActivityTrackerMessage","at_rcc_viewed"
"ActivityTrackerMessage","at_rcs_application_completed"
"ActivityTrackerMessage","at_re_entry_waiting_list"
"ActivityTrackerMessage","at_reac_recomend_tender_process"
"ActivityTrackerMessage","at_reac_recoment_hod_approval"
"ActivityTrackerMessage","at_reallocated_risk_assessment"
"ActivityTrackerMessage","at_record_update_tenant"
"ActivityTrackerMessage","at_refund_acknowledgement"
"ActivityTrackerMessage","at_refund_acknowledgement_documents_approved"
"ActivityTrackerMessage","at_refund_acknowledgement_documents_rejected"
"ActivityTrackerMessage","at_refund_collection"
"ActivityTrackerMessage","at_refund_email_acknowledgement"
"ActivityTrackerMessage","at_refund_email_issuerefund"
"ActivityTrackerMessage","at_refund_paid"
"ActivityTrackerMessage","at_refund_ready_for_collection"
"ActivityTrackerMessage","at_refund_reject_application"
"ActivityTrackerMessage","at_reject_agreement_of_lease"
"ActivityTrackerMessage","at_rejected_un"
"ActivityTrackerMessage","at_rental_escalation_msg"
"ActivityTrackerMessage","at_requirement_change"
"ActivityTrackerMessage","at_resolved_billing"
"ActivityTrackerMessage","at_resolved_creditcontrol"
"ActivityTrackerMessage","at_resolved_rates"
"ActivityTrackerMessage","at_resolved_sundries"
"ActivityTrackerMessage","at_risk_threshold_above_min"
"ActivityTrackerMessage","at_risk_threshold_below_min"
"ActivityTrackerMessage","at_sent_to_billing"
"ActivityTrackerMessage","at_sent_to_creditcontrol"
"ActivityTrackerMessage","at_sent_to_rates"
"ActivityTrackerMessage","at_sent_to_rcc"
"ActivityTrackerMessage","at_sent_to_sundries"
"ActivityTrackerMessage","at_sign_agreement_of_lease"
"ActivityTrackerMessage","at_submit_figures"
"ActivityTrackerMessage","at_submit_figures_credit_validation"
"ActivityTrackerMessage","at_submit_figures_email"
"ActivityTrackerMessage","at_submit_figures_pop_validation"
"ActivityTrackerMessage","at_submit_figures_sent"
"ActivityTrackerMessage","at_submit_for_risk_assessment"
"ActivityTrackerMessage","at_successful_redistribution"
"ActivityTrackerMessage","at_tenant_notice_letting_o"
"ActivityTrackerMessage","at_tenant_risk_approve"
"ActivityTrackerMessage","at_tenant_risk_reject"
"ActivityTrackerMessage","at_terminate_lease"
"ActivityTrackerMessage","at_termination_approved_ss"
"ActivityTrackerMessage","at_termination_rejected_ss"
"ActivityTrackerMessage","at_termination_tenant_deceased"
"ActivityTrackerMessage","at_transferred_successfully"
"ActivityTrackerMessage","at_unit_inspec_approve"
"ActivityTrackerMessage","at_unit_inspec_reject"
"ActivityTrackerMessage","at_unit_match_found"
"ActivityTrackerMessage","at_unit_offer_tenant"
"ActivityTrackerMessage","at_unsuccessful_redistribution"
"ActivityTrackerMessage","at_update_refund_response"
"ActivityTrackerMessage","at_upload_app_docs"
"ActivityTrackerMessage","at_upload_pop_application_fee"
"ActivityTrackerMessage","at_upload_refund_docs"
"ActivityTrackerMessage","at_upload_renewal_documets"
"ActivityTrackerMessage","at_upload_warning_letter"
"Application","a_all_applications"
"Application","a_credit_applications"
"Application","a_economic_development_incentive"
"Application","a_incentive_policy"
"Application","a_linked_accounts"
"Application","a_rates_clearance_system"
"Application","a_rates_rebate"
"Application","a_valuations_and_objections"
"AppSetting","acb_business_account_number"
"AppSetting","acb_filename"
"AppSetting","acb_header_description"
"AppSetting","acb_path"
"AppSetting","acb_schedule_one"
"AppSetting","acb_schedule_two"
"AppSetting","AcccountBalance_ws_endpoint"
"AppSetting","AcccountBalance_ws_gentoken_endpoint"
"AppSetting","AcccountBalance_Wso_Key"
"AppSetting","AcccountBalance_Wso_Secret"
"AppSetting","account_lock_out"
"AppSetting","active_directory_active"
"AppSetting","active_directory_domain"
"AppSetting","ad_admin_user_creds"
"AppSetting","ad_bill_Link"
"AppSetting","ad_date_range_report"
"AppSetting","ad_detailed_report"
"AppSetting","ad_domain"
"AppSetting","ad_password"
"AppSetting","ad_user_name"
"AppSetting","api_account_balance"
"AppSetting","api_account_balance_password"
"AppSetting","api_account_balance_username"
"AppSetting","api_attorney_details"
"AppSetting","api_customer_accounts"
"AppSetting","as_copy_account_watermark"
"AppSetting","as_cps_charges_acccount_number"
"AppSetting","as_cps_client_profile_number"
"AppSetting","as_cps_filename"
"AppSetting","as_cps_nominated_acccount_number"
"AppSetting","as_cps_path"
"AppSetting","as_cps_sequence"
"AppSetting","as_customer_account_polling_directory"
"AppSetting","as_customer_account_processed_directory"
"AppSetting","as_customer_help_emails"
"AppSetting","as_eft_daily_endtime"
"AppSetting","as_eft_daily_executiontime"
"AppSetting","as_eft_daily_filename"
"AppSetting","as_eft_daily_path_url"
"AppSetting","as_eft_daily_starttime"
"AppSetting","as_eft_daily_url"
"AppSetting","as_eft_daily_venus_interval"
"AppSetting","as_eft_hourly_filename"
"AppSetting","as_eft_hourly_interval"
"AppSetting","as_eft_hourly_path"
"AppSetting","as_eft_password"
"AppSetting","as_eft_recon_venus_cashier"
"AppSetting","as_eft_recon_venus_receipt_no"
"AppSetting","as_eft_url"
"AppSetting","as_eft_username"
"AppSetting","as_masterpass_daily_endtime"
"AppSetting","as_masterpass_daily_executiontime"
"AppSetting","as_masterpass_daily_filename"
"AppSetting","as_masterpass_daily_path_url"
"AppSetting","as_masterpass_daily_starttime"
"AppSetting","as_masterpass_daily_url"
"AppSetting","as_masterpass_daily_venus_interval"
"AppSetting","as_masterpass_hourly_filename"
"AppSetting","as_masterpass_hourly_interval"
"AppSetting","as_masterpass_hourly_path"
"AppSetting","as_masterpass_password"
"AppSetting","as_masterpass_recon_venus_cashier"
"AppSetting","as_masterpass_recon_venus_receipt_no"
"AppSetting","as_masterpass_test"
"AppSetting","as_masterpass_url"
"AppSetting","as_masterpass_username"
"AppSetting","as_payment_gateway_environment"
"AppSetting","as_paymenthistory_poll_interval"
"AppSetting","as_paymenthistory_polling_directory"
"AppSetting","as_paymenthistory_processed_directory"
"AppSetting","as_rcs_app_fee"
"AppSetting","as_recon_daily_venus_cheque_account"
"AppSetting","as_recon_daily_venus_cheque_no"
"AppSetting","as_recon_daily_venus_clearance"
"AppSetting","as_recon_daily_venus_levy_code"
"AppSetting","as_recon_daily_venus_mailing_list"
"AppSetting","as_recon_daily_venus_pay_type"
"AppSetting","as_recon_daily_venus_receipt_code"
"AppSetting","as_recon_daily_venus_receipt_type"
"AppSetting","as_recon_daily_venus_sequence"
"AppSetting","as_recon_daily_venus_sftp_host"
"AppSetting","as_recon_daily_venus_sftp_password"
"AppSetting","as_recon_daily_venus_sftp_port"
"AppSetting","as_recon_daily_venus_sftp_server_path_eft"
"AppSetting","as_recon_daily_venus_sftp_server_path_masterpass"
"AppSetting","as_recon_daily_venus_sftp_username"
"AppSetting","as_recon_daily_venus_sundry_code"
"AppSetting","as_recon_daily_venus_tariff"
"AppSetting","as_recon_daily_venus_town"
"AppSetting","as_recon_daily_venus_units"
"AppSetting","as_recurring_debit_orders_strikeday_edit"
"AppSetting","as_recurring_debit_orders_strikeday_remove"
"AppSetting","as_revline_help_emails"
"AppSetting","as_share_point_domain"
"AppSetting","as_share_point_library"
"AppSetting","as_share_point_password"
"AppSetting","as_share_point_site"
"AppSetting","as_share_point_url"
"AppSetting","as_share_point_username"
"AppSetting","as_smpp_host"
"AppSetting","as_smpp_password"
"AppSetting","as_smpp_port"
"AppSetting","as_smpp_username"
"AppSetting","as_support_email_list"
"AppSetting","as_va_property_market_value"
"AppSetting","Attorneydetails_ws_endpoint"
"AppSetting","Attorneydetails_ws_gentoken_endpoint"
"AppSetting","Attorneydetails_Wso_Key"
"AppSetting","Attorneydetails_Wso_Secret"
"AppSetting","avs_check_14_day_url"
"AppSetting","avs_customer_api_key"
"AppSetting","avs_customer_id"
"AppSetting","avs_first_check_url"
"AppSetting","c_samsClientKey"
"AppSetting","c_samsClientSecret"
"AppSetting","c_samsTokenEndpoint"
"AppSetting","debit_order_daily_sequence_counter"
"AppSetting","debit_order_daily_sequence_limiter"
"AppSetting","debit_order_multiple_payments_amount"
"AppSetting","debit_order_multiple_payments_daily"
"AppSetting","debit_order_multiple_payments_monthly"
"AppSetting","EDRM_GetDocs"
"AppSetting","EDRMS_DocTypes"
"AppSetting","EDRMS_DocTypes"
"AppSetting","EDRMS_GetAccessCode"
"AppSetting","EDRMS_GetAccessCode"
"AppSetting","EDRMS_Upload"
"AppSetting","EDRMS_Upload"
"AppSetting","EDRMSACTIVE"
"AppSetting","eft_daily_sequence_counter"
"AppSetting","eft_daily_sequence_limiter"
"AppSetting","ehc_daily_sequence_counter"
"AppSetting","ehc_daily_sequence_limiter"
"AppSetting","ehc_fist_stay_on_premises"
"AppSetting","email_default_plm_email"
"AppSetting","eservices_applicationID"
"AppSetting","eservices_customer_centres_ip_range"
"AppSetting","eservices_default_email_template"
"AppSetting","eservices_email_account"
"AppSetting","eservices_generated_bill_file_location"
"AppSetting","eservices_generated_rms_bills_root_location"
"AppSetting","eservices_report_path"
"AppSetting","eservices_report_server_domain"
"AppSetting","eservices_report_server_password"
"AppSetting","eservices_report_server_url"
"AppSetting","eservices_report_server_username"
"AppSetting","eservices_sorted_rms_bills_location"
"AppSetting","eservices_update_notification"
"AppSetting","eservices_upload_network_directory"
"AppSetting","Figures_ws_endpoint"
"AppSetting","Figures_ws_gentoken_endpoint"
"AppSetting","Figures_Wso_Key"
"AppSetting","Figures_Wso_Secret"
"AppSetting","GenerateRcc_ws_endpoint"
"AppSetting","GenerateRcc_ws_gentoken_endpoint"
"AppSetting","GenerateRcc_Wso_Key"
"AppSetting","GenerateRcc_Wso_Secret"
"AppSetting","HSAOL"
"AppSetting","hsd_daily_sequence_counter"
"AppSetting","hsd_daily_sequence_limiter"
"AppSetting","incentive_policy_default_email_template"
"AppSetting","incentive_policy_document_location"
"AppSetting","incentive_policy_ts_cs"
"AppSetting","key_DomainForDownload"
"AppSetting","key_PublicDownloadDomain"
"AppSetting","key_URLAutDomain"
"AppSetting","lims_ws_endpoint"
"AppSetting","lims_ws_gentoken_endpoint"
"AppSetting","lims_Wso_Key"
"AppSetting","lims_Wso_Secret"
"AppSetting","linked_accounts_active_message"
"AppSetting","linked_accounts_associated_email_template"
"AppSetting","linked_accounts_pending_account_and_email_activation_message"
"AppSetting","linked_accounts_pending_account_approval_message"
"AppSetting","linked_accounts_unassociated_email_template"
"AppSetting","linked_emails_pending_email_activation_and_linked_account_approval_message"
"AppSetting","linked_emails_pending_email_activation_message"
"AppSetting","lt_debit_order_authority"
"AppSetting","lt_Lease1TemplateKey"
"AppSetting","lt_test_switch"
"AppSetting","lt_ws_genlink_endpoint"
"AppSetting","lt_ws_gentoken_endpoint"
"AppSetting","lt_ws_key"
"AppSetting","lt_ws_secret"
"AppSetting","meter_consumption_url"
"AppSetting","Munserv_ws_endpoint"
"AppSetting","Munserv_ws_gentoken_endpoint"
"AppSetting","Munserv_Wso_Key"
"AppSetting","Munserv_Wso_Secret"
"AppSetting","nt_statement_load_notification"
"AppSetting","PaymentDetails_ws_endpoint"
"AppSetting","PaymentDetails_ws_gentoken_endpoint"
"AppSetting","PaymentDetails_Wso_Key"
"AppSetting","PaymentDetails_Wso_Secret"
"AppSetting","pdf_location_path_do"
"AppSetting","pdf_location_path_la"
"AppSetting","pg_domain"
"AppSetting","plm_daily_sequence_counter"
"AppSetting","plm_daily_sequence_limiter"
"AppSetting","PropertyOwnerDetails_ws_endpoint"
"AppSetting","PropertyOwnerDetails_ws_gentoken_endpoint"
"AppSetting","PropertyOwnerDetails_Wso_Key"
"AppSetting","PropertyOwnerDetails_Wso_Secret"
"AppSetting","r_community_development_officer"
"AppSetting","r_property_manager"
"AppSetting","r_revenue_manager"
"AppSetting","r_revenue_officer"
"AppSetting","rates_rebate_default_email_template"
"AppSetting","rcs_daily_sequence_counter"
"AppSetting","rcs_daily_sequence_limiter"
"AppSetting","rcs_refund_daily_sequence_counter"
"AppSetting","rcs_refund_daily_sequence_limiter"
"AppSetting","re_12_months_renewal_period"
"AppSetting","red_daily_sequence_counter"
"AppSetting","red_daily_sequence_limiter"
"AppSetting","refund_email"
"AppSetting","renewal_notification_in_minutes"
"AppSetting","Standnumber_ws_endpoint"
"AppSetting","Standnumber_ws_gentoken_endpoint"
"AppSetting","Standnumber_Wso_Key"
"AppSetting","Standnumber_Wso_Secret"
"AppSetting","tenant_sequence"
"AppSetting","u_housing_super_visor"
"AppSetting","u_letting_officer"
"AppSetting","u_maintenance_manager"
"AppSetting","u_property_facilities_manager"
"AppSetting","upload_html_directory"
"AppSetting","USER_CHECK_RELATIONSHIP"
"AppSetting","waiting_list_notification_in_munites"
"AppSetting","waiting_list_sorting_"
"AppSetting","WS02_EDRMS_EndPoint"
"AppSetting","WS02_EDRMS_Key"
"AppSetting","WS02_EDRMS_Key_UAT"
"AppSetting","WS02_EDRMS_Secret"
"AppSetting","WS02_EDRMS_Secret_UAT"
"DocumentType","dt_account_validation_additional_doc"
"DocumentType","dt_additional_documents"
"DocumentType","dt_affidavit_document"
"DocumentType","dt_agreement_of_lease"
"DocumentType","dt_application_deed_search"
"DocumentType","dt_application_fee_proof_of_payment"
"DocumentType","dt_application_fee_proof_of_payment_"
"DocumentType","dt_assessment_fee_proof_of_payment_"
"DocumentType","dt_authorithy_black_administration_act"
"DocumentType","dt_bank_confirmation"
"DocumentType","dt_bank_statement"
"DocumentType","dt_banking_details_proof"
"DocumentType","dt_birth_certificate"
"DocumentType","dt_building_plan"
"DocumentType","dt_building_special_report"
"DocumentType","dt_cipc"
"DocumentType","dt_ck"
"DocumentType","dt_committee_dfc"
"DocumentType","dt_committee_reac"
"DocumentType","dt_copy_of_id"
"DocumentType","dt_copy_of_id_letter_of_authority"
"DocumentType","dt_copy_of_municipal_bill"
"DocumentType","dt_copy_of_rates_account"
"DocumentType","dt_debit_order"
"DocumentType","dt_departmental_comment"
"DocumentType","dt_departmental_comments"
"DocumentType","dt_ehc_lease_agreement"
"DocumentType","dt_electricity_meter_reading"
"DocumentType","dt_eviction_commettee"
"DocumentType","dt_eviction_committee_additional_doc"
"DocumentType","dt_executor_of_estate"
"DocumentType","dt_exit_inspection"
"DocumentType","dt_exit_inspection_additional_doc"
"DocumentType","dt_exit_inspection_form"
"DocumentType","dt_exit_inspection_templt"
"DocumentType","dt_exit_interview_form"
"DocumentType","dt_exit_maintanance_job_sheet"
"DocumentType","dt_final_agreement_of_lease"
"DocumentType","dt_financial_document"
"DocumentType","dt_financial_supporting_doc"
"DocumentType","dt_identity_document"
"DocumentType","dt_itc_check_risk"
"DocumentType","dt_latest_municipal_statement"
"DocumentType","dt_letter_of_authority"
"DocumentType","dt_letter_of_authority_attorney"
"DocumentType","dt_letter_of_authority_correspondent"
"DocumentType","dt_letter_of_executorship"
"DocumentType","dt_letter_of_good_standing"
"DocumentType","dt_maintanance_job_sheet"
"DocumentType","dt_maintanance_job_sheet_additional_doc"
"DocumentType","dt_maintanance_tmplt"
"DocumentType","dt_maintenance_after_image"
"DocumentType","dt_maintenance_before_image"
"DocumentType","dt_maintenance_task_document"
"DocumentType","dt_municipal_statement"
"DocumentType","dt_occupant1"
"DocumentType","dt_occupant10"
"DocumentType","dt_occupant11"
"DocumentType","dt_occupant2"
"DocumentType","dt_occupant3"
"DocumentType","dt_occupant4"
"DocumentType","dt_occupant5"
"DocumentType","dt_occupant6"
"DocumentType","dt_occupant7"
"DocumentType","dt_occupant8"
"DocumentType","dt_occupant9"
"DocumentType","dt_partnership"
"DocumentType","dt_post_inspection"
"DocumentType","dt_post_inspection_templt"
"DocumentType","dt_projected_milestones_cost_schedule"
"DocumentType","dt_proof_of_address"
"DocumentType","dt_proof_of_employment"
"DocumentType","dt_proof_of_income"
"DocumentType","dt_proof_of_property"
"DocumentType","dt_property_eviction_"
"DocumentType","dt_property_eviction_additional_doc"
"DocumentType","dt_property_eviction_i"
"DocumentType","dt_property_eviction_templt"
"DocumentType","dt_pto_certificate"
"DocumentType","dt_pto_certification"
"DocumentType","dt_purchaser_copy_of_id"
"DocumentType","dt_rc_assessment_figure"
"DocumentType","dt_rcc_certifcate"
"DocumentType","dt_refund_conveyancer_bank"
"DocumentType","dt_refund_deed_search"
"DocumentType","dt_refund_meter_reading"
"DocumentType","dt_refund_water_meter_reading"
"DocumentType","dt_renewal_letter"
"DocumentType","dt_risk_assessment"
"DocumentType","dt_risk_assessment_additional_doc"
"DocumentType","dt_risk_assessment_renewal"
"DocumentType","dt_risk_conduct_unit_inspection_additional_doc"
"DocumentType","dt_seller_copy_of_id"
"DocumentType","dt_seller_purchase_agreement"
"DocumentType","dt_supporting_doc_eviction_capture"
"DocumentType","dt_supporting_doc_eviction_outcome"
"DocumentType","dt_supporting_doc_termination_validation"
"DocumentType","dt_tax_clearance_certificate"
"DocumentType","dt_tenant_risk_assessment_additional_doc"
"DocumentType","dt_Termination_letter"
"DocumentType","dt_unit_inspection_templt"
"DocumentType","dt_vat_registration_certificate"
"DocumentType","dt_warning_letter"
"EmailContentType","plm_accept_property"
"EmailContentType","plm_acceptance_letter_submit"
"EmailContentType","plm_agreement_renewal_accepted_by_leasee"
"EmailContentType","plm_agreement_renewal_approved"
"EmailContentType","plm_agreement_renewal_rejected"
"EmailContentType","plm_agreement_renewal_rejected_by_leasee"
"EmailContentType","plm_agreement_renewal_upload_"
"EmailContentType","plm_app_fee_approve"
"EmailContentType","plm_app_fee_reject"
"EmailContentType","plm_applicant_capture_application"
"EmailContentType","plm_applicant_generate_debit_order"
"EmailContentType","plm_applicant_renewal"
"EmailContentType","plm_Application_payment_uploaded"
"EmailContentType","plm_approve_renewal_recommendations"
"EmailContentType","plm_assigned_to_risk_assessment"
"EmailContentType","plm_at_matched_to_unit"
"EmailContentType","plm_awaiting_applicants_signature"
"EmailContentType","plm_awaiting_debit_order"
"EmailContentType","plm_awaiting_lease_agreement_on_risk"
"EmailContentType","plm_awaiting_lease_agreement_on_riskppp"
"EmailContentType","plm_backoffice_renewal_"
"EmailContentType","plm_bo_approve_debit_order"
"EmailContentType","plm_bo_generate_lease_agreement"
"EmailContentType","plm_deactivate_records"
"EmailContentType","plm_debit_order_register"
"EmailContentType","plm_debit_order_register_re"
"EmailContentType","plm_debit_order_reject_bo"
"EmailContentType","plm_deposite_approve"
"EmailContentType","plm_deposite_reject"
"EmailContentType","plm_eviction_approved"
"EmailContentType","plm_in_to_waiting_list_queue"
"EmailContentType","plm_invite_tenant_for_training"
"EmailContentType","plm_on_first_eviction"
"EmailContentType","plm_on_risk_reject"
"EmailContentType","plm_on_risk_reject_documents"
"EmailContentType","plm_on_risk_reject_unaffordability"
"EmailContentType","plm_on_tenant_notice_approved"
"EmailContentType","plm_on_tenant_notice_reject"
"EmailContentType","plm_on_termination_accepted"
"EmailContentType","plm_on_termination_rejected"
"EmailContentType","plm_re_list_to_queue"
"EmailContentType","plm_reject_property"
"EmailContentType","plm_reject_property"
"EmailContentType","plm_rejected_renewal_recommendations"
"EmailContentType","plm_remove_from_queue"
"EmailContentType","plm_renewal_reject_by_customer"
"EmailContentType","plm_rental_escalation_msg"
"EmailContentType","plm_request_slots"
"EmailContentType","plm_serve_notice"
"EmailContentType","plm_service_termination_reminder"
"EmailContentType","plm_service_unmatch_not_actioned"
"EmailContentType","plm_successful_agreement_transfer"
"EmailContentType","plm_unit_accepted_deposit_payment_details"
"EmailContentType","plm_unit_ispection_at_applicant_confirm"
"EmailContentType","plm_unit_ispection_mail"
"EmailContentType","plm_up_for_renewal"
"EmailContentType","plm_update_refund_response_norefund_due"
"EmailContentType","plm_update_refund_response_refund_due"
"EmailContentType","plm_waiting_list_reentry"
"EmailContentType","plm_waiting_list_remove_on_reject"
"EmailContentType","plm_warning_letter_msg"
"EmailContentType","rcs_bo_new_case_loaded"
"EmailContentType","rcs_bo_new_case_redistributed"
"EmailContentType","rcs_bo_sends_new_message"
"EmailContentType","rcs_bo_sends_new_message_to_bo"
"EmailContentType","rcs_conveyancer_sends_new_message"
"EmailContentType","rcs_email_Application_payment_approved"
"EmailContentType","rcs_email_Application_payment_rejected"
"EmailContentType","rcs_email_Assessment_payment_approved"
"EmailContentType","rcs_email_Assessment_payment_rejected"
"EmailContentType","rcs_email_Assessment_Uploaded"
"EmailContentType","rcs_email_assessment_uploaded_figures_fully_paid"
"EmailContentType","rcs_email_captured_successfully"
"EmailContentType","rcs_email_documents_approved"
"EmailContentType","rcs_email_documents_rejected"
"EmailContentType","rcs_email_rcc_issued"
"EmailContentType","rcs_email_refund_bank"
"EmailContentType","rcs_email_refund_collection"
"EmailContentType","rcs_email_refund_docs_approved"
"EmailContentType","rcs_email_refund_docs_rejected"
"EmailContentType","rcs_email_refund_pop_rejected"
"EmailContentType","rcs_email_refund_rejected"
"EmailContentType","rcs_refund_bo_sends_new_message"
"EmailContentType","rcs_refund_bo_sends_new_message_to_bo"
"EmailContentType","rcs_refund_conveyancer_sends_new_message"
"EmailContentType","reallocated_for_assessment"
"RCSActionType","plm_12_months_renew"
"RCSActionType","plm_24_months_renew"
"RCSActionType","plm_end_oflease_term_60_m"
"RCSActionType","plm_habitable"
"RCSActionType","plm_habitable_minor_defects"
"RCSActionType","plm_illegal_activities"
"RCSActionType","plm_lease_not_renewed"
"RCSActionType","plm_no"
"RCSActionType","plm_no_refund_due"
"RCSActionType","plm_non_compliance"
"RCSActionType","plm_non_payment"
"RCSActionType","plm_not_habitable"
"RCSActionType","plm_not_renew"
"RCSActionType","plm_not_seconded"
"RCSActionType","plm_not_vacated"
"RCSActionType","plm_other"
"RCSActionType","plm_refund_due"
"RCSActionType","plm_seconded"
"RCSActionType","plm_subletting"
"RCSActionType","plm_tenant_deceased"
"RCSActionType","plm_tenant_notice"
"RCSActionType","plm_vacated"
"RCSActionType","plm_yes"
"RCSActionType","r_re_allocate_application"
"RCSActionType","Rcs_Approval"
"RCSActionType","Rcs_Disprove"
"RCSActionType","Rcs_Inhabitable"
"RCSActionType","Rcs_Re-Allocate"
"RCSActionType","Rcs_Re-Assign"
"RCSActionType","rcs_refund_application_rejected"
"RCSActionType","rcs_refund_docs_rejected"
"RCSActionType","rcs_refund_paid"
"RCSActionType","rcs_refund_ready_for_collection"
"RCSActionType","Rcs_Rejected"
"RCSActionType","Rcs_Rejected_documents"
"RCSActionType","Rcs_Rejected_itc"
"RCSActionType","Rcs_Rejected_unaffordability"
"RCSActionType","Rcs_Uninhabitable"
"ReferenceType","rcc_certificate_upload"
"ReferenceType","rt_customer_profile"
"ReferenceType","rt_incentive_policy"
"ReferenceType","rt_incentive_policy_property"
"ReferenceType","rt_linked_accounts"
"ReferenceType","rt_linked_accounts_managing_agent"
"ReferenceType","rt_rates_rebate"
"ReferenceType","rt_rates_rebate_property"
"ReferenceType","rt_rcs_exeption_log"
"ReferenceType","rt_rcs_refund"
"ReferenceType","rt_upload_assessment"
"ReferenceType","rt_upload_rcs"
"ResponsibilityType","r_acknowledge_rcs_app"
"ResponsibilityType","r_acknowledge_refund_app"
"ResponsibilityType","r_agreement_approval"
"ResponsibilityType","r_agreement_finalize"
"ResponsibilityType","r_agreement_renewal_2nd_recomm"
"ResponsibilityType","r_agreement_renewal_acceptance"
"ResponsibilityType","r_agreement_renewal_review"
"ResponsibilityType","r_agreement_review_"
"ResponsibilityType","r_agreement_signature"
"ResponsibilityType","r_agreement_update"
"ResponsibilityType","r_awaiting_deposit_refund_response"
"ResponsibilityType","r_awaiting_doc_upload_migrating_application"
"ResponsibilityType","r_billing"
"ResponsibilityType","r_capture_lease_details"
"ResponsibilityType","r_committee_outcomes"
"ResponsibilityType","r_complaint_investigation"
"ResponsibilityType","r_credit_control"
"ResponsibilityType","r_debit_order_validation"
"ResponsibilityType","r_deposit_payment"
"ResponsibilityType","r_deposit_refund"
"ResponsibilityType","r_generate_lease_agreement_"
"ResponsibilityType","r_inspections"
"ResponsibilityType","r_invite_to_client_training"
"ResponsibilityType","r_issue_certificate"
"ResponsibilityType","r_issue_refund_collection"
"ResponsibilityType","r_lease_agreement_validation"
"ResponsibilityType","r_lease_renewal"
